,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,상호명_소문자,브랜드명
77984,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,도봉구,도봉1동,도봉동,서울특별시 도봉구 도봉로181길 18,127.044880740847,37.6841562103063,이디야커피,이디야
78323,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 63로 40,126.939197515335,37.5195441715436,이디야커피,이디야
78514,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,이화동,동숭동,서울특별시 종로구 동숭길 110,127.00388696535,37.5829644184897,스타벅스,스타벅스
79035,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,혜화동,명륜4가,서울특별시 종로구 대명길 5,127.001139623548,37.5835178679667,스타벅스,스타벅스
79125,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 언주로148길 14,127.036143036844,37.5206184101321,이디야커피,이디야
79488,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,시흥2동,시흥동,서울특별시 금천구 금하로 750,126.913645616749,37.4490661391638,이디야커피,이디야
79522,이디아커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,성내1동,성내동,서울특별시 강동구 성내로6길 20,127.122326901135,37.5290123623274,이디아커피,이디야
79722,스타벅스남부터미널2점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 효령로 274,127.014197798445,37.4843861241449,스타벅스남부터미널2점,스타벅스
79927,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,당산2동,당산동6가,서울특별시 영등포구 양평로 64,126.899952047656,37.5351335863576,스타벅스,스타벅스
80304,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,신사동,신사동,서울특별시 강남구 논현로175길 94,127.021629292234,37.5231842055575,스타벅스,스타벅스
80717,스타벅스중랑구청점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 신내로 72,127.095653136278,37.605400319519,스타벅스중랑구청점,스타벅스
81684,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 69,127.006957982903,37.5102488124166,스타벅스,스타벅스
81700,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로 217,126.863294073943,37.5491759557566,이디야커피,이디야
81808,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 도산대로 532,127.051571721037,37.5243385164378,스타벅스,스타벅스
82038,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 논현로 88,127.045116281379,37.4778100339866,스타벅스,스타벅스
82111,스타벅스구로디지털로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로33길 11,126.895498623424,37.4856968115932,스타벅스구로디지털로점,스타벅스
82294,스타벅스논현힐탑,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현로 648,127.032255003449,37.5115850987019,스타벅스논현힐탑,스타벅스
82302,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로 388,126.839290175551,37.5601782971845,스타벅스,스타벅스
82443,스타벅스종로관수점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,관수동,서울특별시 종로구 삼일대로20길 13,126.98865644043,37.569742784871,스타벅스종로관수점,스타벅스
83188,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 양천로 72,126.811693143262,37.5731668844251,이디야커피,이디야
83251,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,127.007826111215,37.5044803619627,스타벅스,스타벅스
83347,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신정4동,신정동,서울특별시 양천구 오목로 155,126.854633800042,37.5249535012988,이디야커피,이디야
84325,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,중계본동,중계동,서울특별시 노원구 중계로 201,127.077768446548,37.6504580389522,이디야커피,이디야
85369,이디야커피은행나무사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 금하로 690,126.906621395895,37.4517946273034,이디야커피은행나무사거리점,이디야
85619,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 양재대로 1377,127.136241466487,37.5291600035584,이디야커피,이디야
85730,스타벅스삼성도심공항점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로87길 33,127.057908690998,37.5098191857712,스타벅스삼성도심공항점,스타벅스
86392,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,영등포동,영등포동6가,서울특별시 영등포구 영등포로35길 19,126.90421948871,37.5218648797258,이디야커피,이디야
87244,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로 548,127.079012895356,37.5569305034381,스타벅스,스타벅스
87386,이디야커피마포KCC점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 202,126.952446717884,37.5428373024369,이디야커피마포kcc점,이디야
87682,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 양천로55길 55,126.848101050873,37.5664636928306,이디야커피,이디야
87854,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 684,126.871940483475,37.5506554860558,이디야커피,이디야
88333,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 138-1,126.989241226542,37.5339943503067,스타벅스,스타벅스
88751,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로43길 18,127.044042201601,37.5044275934521,이디야커피,이디야
88752,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 문래로 164,126.900059789822,37.5177805310231,이디야커피,이디야
89503,스타벅스종로2가점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,인사동,서울특별시 종로구 삼일대로 403-1,126.987331021258,37.5706504850648,스타벅스종로2가점,스타벅스
89876,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 백제고분로 509,127.115162625276,37.5158124756911,이디야커피,이디야
90374,스타벅스선정릉역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성2동,삼성동,서울특별시 강남구 봉은사로 407,127.044549435311,37.5107751239617,스타벅스선정릉역점,스타벅스
90817,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현로 704,127.030745538681,37.5146002603752,스타벅스,스타벅스
91153,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국회대로74길 12,126.921047769836,37.5300751437533,스타벅스,스타벅스
92608,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,답십리1동,답십리동,서울특별시 동대문구 답십리로 154,127.057129752311,37.5725981869804,이디야커피,이디야
93447,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,중계4동,중계동,서울특별시 노원구 덕릉로 698,127.075635101492,37.6598301256792,이디야커피,이디야
93537,스타벅스미아역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,미아동,미아동,서울특별시 강북구 도봉로 196,127.026557543462,37.626133124926,스타벅스미아역점,스타벅스
93715,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,상도1동,상도1동,서울특별시 동작구 상도로 277,126.948324023336,37.5028032354817,이디야커피,이디야
94684,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893,이디야커피,이디야
94723,스타벅스명동역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,충무로1가,서울특별시 중구 퇴계로 101,126.983083260827,37.5608556864363,스타벅스명동역,스타벅스
94762,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,사당1동,사당동,서울특별시 동작구 동작대로 21,126.981351491879,37.4784758997485,스타벅스,스타벅스
94862,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 삼성로86길 7,127.057925714358,37.5057645704233,스타벅스,스타벅스
94974,스타벅스선릉로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 선릉로93길 22,127.046716041969,37.5049537931293,스타벅스선릉로점,스타벅스
96031,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로1가,서울특별시 중구 을지로 19,126.979941681875,37.5662979098695,스타벅스,스타벅스
96372,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로 261,127.077130983341,37.5535098396927,이디야커피,이디야
96593,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 333,127.020137875952,37.5109265470068,이디야커피,이디야
96679,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 서강로 135,126.935408650105,37.5545065764682,이디야커피,이디야
